央卫综合,#genre#
CETV-1,http://111.8.224.6:8085/tsfile/live/1079_1.m3u8?key=txiptv
生活时尚,http://111.8.224.6:8085/tsfile/live/1075_1.m3u8?key=txiptv
花鼓戏,http://111.8.224.6:8085/tsfile/live/1076_1.m3u8?key=txiptv
游戏风云,http://111.8.224.6:8085/tsfile/live/1053_1.m3u8?key=txiptv











湖南电信,#genre#
CCTV1,http://175.0.35.92:8081/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2,http://175.0.35.92:8081/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3,http://175.0.35.92:8081/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4,http://175.0.35.92:8081/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5,http://175.0.35.92:8081/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6,http://175.0.35.92:8081/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7,http://175.0.35.92:8081/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8,http://175.0.35.92:8081/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9,http://175.0.35.92:8081/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10,http://175.0.35.92:8081/tsfile/live/0010_1.m3u8?key=txiptv
CCTV11,http://175.0.35.92:8081/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://175.0.35.92:8081/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13,http://175.0.35.92:8081/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14,http://175.0.35.92:8081/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15,http://175.0.35.92:8081/tsfile/live/0015_1.m3u8?key=txiptv
CGTN纪录,http://175.0.35.92:8081/tsfile/live/0016_1.m3u8?key=txiptv
湖南卫视高清,http://175.0.35.92:8081/tsfile/live/0017_1.m3u8?key=txiptv
湖南都市高清,http://175.0.35.92:8081/tsfile/live/0018_1.m3u8?key=txiptv
湖南电影高清,http://175.0.35.92:8081/tsfile/live/0019_1.m3u8?key=txiptv
湖南娱乐高清,http://175.0.35.92:8081/tsfile/live/1000_1.m3u8?key=txiptv
湖南国际高清,http://175.0.35.92:8081/tsfile/live/1001_1.m3u8?key=txiptv
湖南金鹰卡通高清,http://175.0.35.92:8081/tsfile/live/1002_1.m3u8?key=txiptv
江苏卫视,http://175.0.35.92:8081/tsfile/live/0127_1.m3u8?key=txiptv
浙江卫视,http://175.0.35.92:8081/tsfile/live/0124_1.m3u8?key=txiptv
安徽卫视,http://175.0.35.92:8081/tsfile/live/0130_1.m3u8?key=txiptv
北京卫视,http://175.0.35.92:8081/tsfile/live/0122_1.m3u8?key=txiptv
天津卫视,http://175.0.35.92:8081/tsfile/live/0135_1.m3u8?key=txiptv
东方卫视,http://175.0.35.92:8081/tsfile/live/0107_1.m3u8?key=txiptv
江西卫视,http://175.0.35.92:8081/tsfile/live/0138_1.m3u8?key=txiptv
深圳卫视,http://175.0.35.92:8081/tsfile/live/0126_1.m3u8?key=txiptv
辽宁卫视,http://175.0.35.92:8081/tsfile/live/0121_1.m3u8?key=txiptv
东南卫视,http://175.0.35.92:8081/tsfile/live/0137_1.m3u8?key=txiptv
海南卫视,http://175.0.35.92:8081/tsfile/live/1003_1.m3u8?key=txiptv
广东卫视,http://175.0.35.92:8081/tsfile/live/0125_1.m3u8?key=txiptv
湖北卫视,http://175.0.35.92:8081/tsfile/live/0132_1.m3u8?key=txiptv
广西卫视,http://175.0.35.92:8081/tsfile/live/0113_1.m3u8?key=txiptv
山东卫视,http://175.0.35.92:8081/tsfile/live/0131_1.m3u8?key=txiptv
四川卫视,http://175.0.35.92:8081/tsfile/live/0123_1.m3u8?key=txiptv
重庆卫视,http://175.0.35.92:8081/tsfile/live/0142_1.m3u8?key=txiptv
云南卫视,http://175.0.35.92:8081/tsfile/live/0119_1.m3u8?key=txiptv
河南卫视,http://175.0.35.92:8081/tsfile/live/0139_1.m3u8?key=txiptv
黑龙江卫视,http://175.0.35.92:8081/tsfile/live/0143_1.m3u8?key=txiptv
贵州卫视,http://175.0.35.92:8081/tsfile/live/0120_1.m3u8?key=txiptv
河北卫视,http://175.0.35.92:8081/tsfile/live/0117_1.m3u8?key=txiptv
吉林卫视,http://175.0.35.92:8081/tsfile/live/0116_1.m3u8?key=txiptv
陕西卫视,http://175.0.35.92:8081/tsfile/live/0136_1.m3u8?key=txiptv
山西卫视,http://175.0.35.92:8081/tsfile/live/0118_1.m3u8?key=txiptv
内蒙古卫视,http://175.0.35.92:8081/tsfile/live/0109_1.m3u8?key=txiptv
宁夏卫视,http://175.0.35.92:8081/tsfile/live/0112_1.m3u8?key=txiptv
西藏卫视,http://175.0.35.92:8081/tsfile/live/0111_1.m3u8?key=txiptv
新疆卫视,http://175.0.35.92:8081/tsfile/live/0110_1.m3u8?key=txiptv
南方卫视,http://175.0.35.92:8081/tsfile/live/1004_1.m3u8?key=txiptv
卡酷动画,http://175.0.35.92:8081/tsfile/live/1005_1.m3u8?key=txiptv
优漫卡通,http://175.0.35.92:8081/tsfile/live/1006_1.m3u8?key=txiptv
哈哈炫动,http://175.0.35.92:8081/tsfile/live/1007_1.m3u8?key=txiptv









湖南长沙,#genre#
CCTV1-综合,http://218.76.32.193:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2-财经,http://218.76.32.193:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3-综艺,http://218.76.32.193:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4-国际,http://218.76.32.193:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5-体育,http://218.76.32.193:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6-电影,http://218.76.32.193:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7-军农,http://218.76.32.193:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8-电视剧,http://218.76.32.193:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9-纪录,http://218.76.32.193:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV10-科教,http://218.76.32.193:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV12-社会与法,http://218.76.32.193:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV13-新闻,http://218.76.32.193:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV14-少儿,http://218.76.32.193:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV15-音乐,http://218.76.32.193:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV5+体育赛事,http://218.76.32.193:9901/tsfile/live/0128_1.m3u8?key=txiptv
湖南卫视,http://218.76.32.193:9901/tsfile/live/1000_1.m3u8?key=txiptv
江苏卫视,http://218.76.32.193:9901/tsfile/live/0127_1.m3u8?key=txiptv
浙江卫视,http://218.76.32.193:9901/tsfile/live/1002_1.m3u8?key=txiptv
安徽卫视,http://218.76.32.193:9901/tsfile/live/1003_1.m3u8?key=txiptv
北京卫视,http://218.76.32.193:9901/tsfile/live/1004_1.m3u8?key=txiptv
天津卫视,http://218.76.32.193:9901/tsfile/live/1005_1.m3u8?key=txiptv
东方卫视,http://218.76.32.193:9901/tsfile/live/1006_1.m3u8?key=txiptv
江西卫视,http://218.76.32.193:9901/tsfile/live/1007_1.m3u8?key=txiptv
深圳卫视,http://218.76.32.193:9901/tsfile/live/0127_2.m3u8?key=txiptv
辽宁卫视,http://218.76.32.193:9901/tsfile/live/0124_1.m3u8?key=txiptv
东南卫视,http://218.76.32.193:9901/tsfile/live/0122_1.m3u8?key=txiptv
旅游卫视,http://218.76.32.193:9901/tsfile/live/0135_1.m3u8?key=txiptv
广东卫视,http://218.76.32.193:9901/tsfile/live/0107_1.m3u8?key=txiptv
湖北卫视,http://218.76.32.193:9901/tsfile/live/0126_1.m3u8?key=txiptv
广西卫视,http://218.76.32.193:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://218.76.32.193:9901/tsfile/live/0131_2.m3u8?key=txiptv
湖南经视,http://218.76.32.193:9901/tsfile/live/1011_1.m3u8?key=txiptv
湖南都市,http://218.76.32.193:9901/tsfile/live/1012_1.m3u8?key=txiptv
湖南电视剧,http://218.76.32.193:9901/tsfile/live/1013_1.m3u8?key=txiptv
湖南电影,http://218.76.32.193:9901/tsfile/live/1014_1.m3u8?key=txiptv
金鹰纪实,http://218.76.32.193:9901/tsfile/live/1001_1.m3u8?key=txiptv
金鹰卡通,http://218.76.32.193:9901/tsfile/live/1009_1.m3u8?key=txiptv
卡酷少儿,http://218.76.32.193:9901/tsfile/live/1008_1.m3u8?key=txiptv
湖南娱乐,http://218.76.32.193:9901/tsfile/live/1015_1.m3u8?key=txiptv
家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8?key=txiptv
高清电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8?key=txiptv
动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8?key=txiptv














河北酒店,#genre#
CCTV1-综合,http://183.196.189.66:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://183.196.189.66:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://183.196.189.66:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://183.196.189.66:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://183.196.189.66:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://183.196.189.66:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://183.196.189.66:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://183.196.189.66:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://183.196.189.66:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://183.196.189.66:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://183.196.189.66:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://183.196.189.66:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://183.196.189.66:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://183.196.189.66:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://183.196.189.66:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CGTN,http://183.196.189.66:9901/tsfile/live/0007_2.m3u8?key=txiptv&playlive=1&authid=0
河北经济生活,http://183.196.189.66:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://183.196.189.66:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://183.196.189.66:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视,http://183.196.189.66:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿,http://183.196.189.66:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://183.196.189.66:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://183.196.189.66:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.196.189.66:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.196.189.66:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://183.196.189.66:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://183.196.189.66:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.196.189.66:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://183.196.189.66:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://183.196.189.66:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://183.196.189.66:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://183.196.189.66:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.196.189.66:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://183.196.189.66:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.196.189.66:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.196.189.66:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://183.196.189.66:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.196.189.66:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://183.196.189.66:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://183.196.189.66:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
纪实人文,http://183.196.189.66:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://183.196.189.66:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.196.189.66:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://183.196.189.66:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://183.196.189.66:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://183.196.189.66:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://183.196.189.66:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://183.196.189.66:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://183.196.189.66:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://183.196.189.66:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://183.196.189.66:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://183.196.189.66:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://183.196.189.66:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
邢台综合,http://183.196.189.66:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CETV-2,http://183.196.189.66:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
邢台城市生活,http://183.196.189.66:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
宁晋1,http://183.196.189.66:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0













河南酒店,#genre#
CCTV-1综合,http://171.13.115.66:808/hls/1/index.m3u8
CCTV-2财经,http://171.13.115.66:808/hls/2/index.m3u8
CCTV3-综艺,http://171.13.115.66:808/hls/3/index.m3u8
CCTV-4中文国际,http://171.13.115.66:808/hls/152/index.m3u8
CCTV-5体育,http://171.13.115.66:808/hls/153/index.m3u8
CCTV-6电影,http://171.13.115.66:808/hls/6/index.m3u8
CCTV-7国防军事,http://171.13.115.66:808/hls/7/index.m3u8
CCTV-8电视剧,http://171.13.115.66:808/hls/8/index.m3u8
CCTV-9记录,http://171.13.115.66:808/hls/9/index.m3u8
CCTV-10科教,http://171.13.115.66:808/hls/10/index.m3u8
CCTV-11戏曲,http://171.13.115.66:808/hls/11/index.m3u8
CCTV-12社会与法,http://171.13.115.66:808/hls/12/index.m3u8
CCTV-13新闻,http://171.13.115.66:808/hls/13/index.m3u8
CCTV-14少儿,http://171.13.115.66:808/hls/14/index.m3u8
CCTV-15音乐,http://171.13.115.66:808/hls/15/index.m3u8
CGTN,http://171.13.115.66:808/hls/16/index.m3u8
CCTV17农业农村,http://171.13.115.66:808/hls/17/index.m3u8
CCTV5+体育赛事,http://171.13.115.66:808/hls/18/index.m3u8
CETV1,http://171.13.115.66:808/hls/19/index.m3u8
香港卫视,http://171.13.115.66:808/hls/151/index.m3u8
河南卫视,http://171.13.115.66:808/hls/31/index.m3u8
河南都市频道,http://171.13.115.66:808/hls/32/index.m3u8
河南民生频道,http://171.13.115.66:808/hls/33/index.m3u8
河南法制频道,http://171.13.115.66:808/hls/34/index.m3u8
河南电视剧频道,http://171.13.115.66:808/hls/35/index.m3u8
河南公共频道,http://171.13.115.66:808/hls/38/index.m3u8
河南新农村频道,http://171.13.115.66:808/hls/39/index.m3u8
河南国际频道,http://171.13.115.66:808/hls/40/index.m3u8
浙江卫视HD,http://171.13.115.66:808/hls/61/index.m3u8
东方卫视HD,http://171.13.115.66:808/hls/62/index.m3u8
江苏卫视HD,http://171.13.115.66:808/hls/63/index.m3u8
北京卫视HD,http://171.13.115.66:808/hls/64/index.m3u8
广东卫视HD,http://171.13.115.66:808/hls/65/index.m3u8
黑龙江卫视HD,http://171.13.115.66:808/hls/66/index.m3u8
山东卫视HD,http://171.13.115.66:808/hls/67/index.m3u8
安徽卫视HD,http://171.13.115.66:808/hls/68/index.m3u8
辽宁卫视HD,http://171.13.115.66:808/hls/69/index.m3u8
陕西卫视,http://171.13.115.66:808/hls/70/index.m3u8
贵州卫视HD,http://171.13.115.66:808/hls/71/index.m3u8
河北卫视,http://171.13.115.66:808/hls/72/index.m3u8
江西卫视HD,http://171.13.115.66:808/hls/73/index.m3u8
湖南卫视HD,http://171.13.115.66:808/hls/74/index.m3u8
深圳卫视HD,http://171.13.115.66:808/hls/75/index.m3u8
四川卫视,http://171.13.115.66:808/hls/76/index.m3u8
湖北卫视HD,http://171.13.115.66:808/hls/77/index.m3u8
天津卫视HD,http://171.13.115.66:808/hls/78/index.m3u8
云南卫视,http://171.13.115.66:808/hls/79/index.m3u8
重庆卫视,http://171.13.115.66:808/hls/80/index.m3u8
吉林卫视,http://171.13.115.66:808/hls/81/index.m3u8
宁夏卫视,http://171.13.115.66:808/hls/82/index.m3u8
东南卫视HD,http://171.13.115.66:808/hls/83/index.m3u8
内蒙古卫视,http://171.13.115.66:808/hls/84/index.m3u8
广西卫视,http://171.13.115.66:808/hls/85/index.m3u8
山西卫视,http://171.13.115.66:808/hls/86/index.m3u8
海南卫视,http://171.13.115.66:808/hls/88/index.m3u8
甘肃卫视,http://171.13.115.66:808/hls/89/index.m3u8
青海卫视,http://171.13.115.66:808/hls/90/index.m3u8
新疆卫视,http://171.13.115.66:808/hls/4/index.m3u8
西藏卫视,http://171.13.115.66:808/hls/5/index.m3u8
金鹰卡通,http://171.13.115.66:808/hls/91/index.m3u8
嘉佳卡通,http://171.13.115.66:808/hls/92/index.m3u8
卡酷动画,http://171.13.115.66:808/hls/93/index.m3u8
炫动卡通,http://171.13.115.66:808/hls/94/index.m3u8
信阳综合频道,http://171.13.115.66:808/hls/100/index.m3u8
信阳公共频道,http://171.13.115.66:808/hls/101/index.m3u8
浉河广电中心,http://171.13.115.66:808/hls/102/index.m3u8
平桥广电中心,http://171.13.115.66:808/hls/103/index.m3u8
CCTV16,http://171.13.115.66:808/hls/160/index.m3u8













辽宁地区,#genre#
CCTV1-综合,http://42.203.210.194:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://42.203.210.194:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://42.203.210.194:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://42.203.210.194:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://42.203.210.194:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://42.203.210.194:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://42.203.210.194:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://42.203.210.194:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://42.203.210.194:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://42.203.210.194:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://42.203.210.194:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://42.203.210.194:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://42.203.210.194:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://42.203.210.194:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://42.203.210.194:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://42.203.210.194:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://42.203.210.194:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://42.203.210.194:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://42.203.210.194:9901/tsfile/live/0122_2.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://42.203.210.194:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://42.203.210.194:9901/tsfile/live/0122_3.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://42.203.210.194:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://42.203.210.194:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://42.203.210.194:9901/tsfile/live/0122_4.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://42.203.210.194:9901/tsfile/live/0131_2.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://42.203.210.194:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
上海卫视,http://42.203.210.194:9901/tsfile/live/0150_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://42.203.210.194:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁影视,http://42.203.210.194:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁北方,http://42.203.210.194:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁体育,http://42.203.210.194:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁都市,http://42.203.210.194:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0









西安酒店,#genre#
CCTV-1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv
CCTV-2,http://202.100.46.58:9901/tsfile/live/1001_1.m3u8?key=txiptv
CCTV-3,http://202.100.46.58:9901/tsfile/live/1002_1.m3u8?key=txiptv
CCTV-4,http://202.100.46.58:9901/tsfile/live/1003_1.m3u8?key=txiptv
CCTV-5,http://202.100.46.58:9901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV-6,http://202.100.46.58:9901/tsfile/live/1005_1.m3u8?key=txiptv
CCTV-7,http://202.100.46.58:9901/tsfile/live/1006_1.m3u8?key=txiptv
CCTV-8,http://202.100.46.58:9901/tsfile/live/1007_1.m3u8?key=txiptv
CCTV-9,http://202.100.46.58:9901/tsfile/live/1008_1.m3u8?key=txiptv
CCTV-10,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv
CCTV-11,http://202.100.46.58:9901/tsfile/live/1012_1.m3u8?key=txiptv
CCTV-12,http://202.100.46.58:9901/tsfile/live/1011_1.m3u8?key=txiptv
CCTV-13,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8?key=txiptv
CCTV-14,http://202.100.46.58:9901/tsfile/live/1014_1.m3u8?key=txiptv
CCTV-15,http://202.100.46.58:9901/tsfile/live/1015_1.m3u8?key=txiptv
CCTV-16,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?key=txiptv
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv
湖南卫视,http://202.100.46.58:9901/tsfile/live/1019_1.m3u8?key=txiptv
江苏卫视,http://202.100.46.58:9901/tsfile/live/1020_1.m3u8?key=txiptv
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv
北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8?key=txiptv
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv
深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8?key=txiptv
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8?key=txiptv
山东卫视,http://202.100.46.58:9901/tsfile/live/1026_1.m3u8?key=txiptv
四川卫视,http://202.100.46.58:9901/tsfile/live/1027_1.m3u8?key=txiptv
安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8?key=txiptv
重庆卫视,http://202.100.46.58:9901/tsfile/live/1029_1.m3u8?key=txiptv
天津卫视,http://202.100.46.58:9901/tsfile/live/1030_1.m3u8?key=txiptv
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8?key=txiptv
江西卫视,http://202.100.46.58:9901/tsfile/live/1033_1.m3u8?key=txiptv
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8?key=txiptv
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv
宁夏卫视,http://202.100.46.58:9901/tsfile/live/1036_1.m3u8?key=txiptv
辽宁卫视,http://202.100.46.58:9901/tsfile/live/1037_1.m3u8?key=txiptv
青海卫视,http://202.100.46.58:9901/tsfile/live/1038_1.m3u8?key=txiptv
云南卫视,http://202.100.46.58:9901/tsfile/live/1039_1.m3u8?key=txiptv
厦门卫视,http://202.100.46.58:9901/tsfile/live/1040_1.m3u8?key=txiptv






安徽酒店,#genre#
CCTV1-综合HD,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2-财经HD,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV3-综艺HD,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV4-国际HD,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5-体育HD,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV6-电影HD,http://223.241.247.214:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV7-军农,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV8-电视剧,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV9-纪录HD,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8?key=txiptv
